file,values
03606.txt,"[""'military"", ""'security"", ""'terrorist""]"
00222.txt,"[""'suspect""]"
02161.txt,"[""'attack"", ""'disease"", ""'security"", ""'strategic"", ""'strategy"", ""'suffering""]"
00468.txt,"[""'threat""]"
04004.txt,"[""'strategist""]"
02834.txt,"[""'security"", ""'strategist""]"
01066.txt,"[""'fighter""]"
01931.txt,"[""'mission""]"
03820.txt,"[""'coalition"", ""'security""]"
00082.txt,"[""'mission""]"
01536.txt,"[""'coalition"", ""'militant"", ""'military"", ""'radical"", ""'rebellion"", ""'strategic"", ""'threat"", ""'war""]"
02055.txt,"[""'deadly"", ""'disaster"", ""'land"", ""'mines"", ""'mines"", ""'wreckage""]"
04085.txt,"[""'threat""]"
03443.txt,"[""'land""]"
00633 (1).txt,"[""'security""]"
00939.txt,"[""'military"", ""'rebel"", ""'security"", ""'threat""]"
04201.txt,"[""'dead"", ""'land"", ""'mission"", ""'target""]"
02490.txt,"[""'death"", ""'die"", ""'disease""]"
00258.txt,"[""'coalition"", ""'fight"", ""'war""]"
01955.txt,"[""'death"", ""'overrun""]"
02336.txt,"[""'strategy""]"
03611.txt,"[""'attack"", ""'death"", ""'disease"", ""'machine""]"
02442.txt,"[""'execute"", ""'execution""]"
00207.txt,"[""'murder""]"
01475.txt,"[""'strategic""]"
03634.txt,"[""'land"", ""'military""]"
02307.txt,"[""'anguish"", ""'war""]"
02362.txt,"[""'strategic""]"
01106.txt,"[""'attack"", ""'secret"", ""'security""]"
03924.txt,"[""'assault"", ""'attack"", ""'fight"", ""'investigate"", ""'military"", ""'security"", ""'violence"", ""'war""]"
01000.txt,"[""'mission"", ""'strategy""]"
00353.txt,"[""'death"", ""'die""]"
04106.txt,"[""'hostile""]"
04033.txt,"[""'fight"", ""'strategy"", ""'target"", ""'threat""]"
00406.txt,"[""'explosion"", ""'invasion"", ""'murder"", ""'strategic"", ""'target"", ""'terrorism"", ""'threat"", ""'war"", ""'weapons""]"
02623.txt,"[""'secret""]"
01873.txt,"[""'bomb"", ""'land""]"
00538.txt,"[""'destruction""]"
03408.txt,"[""'threat""]"
00767.txt,"[""'strategist"", ""'threat""]"
01906.txt,"[""'destroy"", ""'invasion"", ""'military"", ""'security"", ""'war"", ""'weapons""]"
00252.txt,"[""'strategy""]"
00557.txt,"[""'attack"", ""'coalition""]"
03131.txt,"[""'coalition"", ""'fight"", ""'military""]"
00315.txt,"[""'attack"", ""'coalition"", ""'hostile"", ""'military"", ""'missile"", ""'murder"", ""'revenge"", ""'war""]"
04408.txt,"[""'death""]"
04140.txt,"[""'anguish"", ""'disastrous"", ""'kill""]"
04167.txt,"[""'attack""]"
02633.txt,"[""'chaos""]"
00120.txt,"[""'attack"", ""'fight""]"
01942.txt,"[""'fight"", ""'land""]"
02969.txt,"[""'death"", ""'kill"", ""'missile"", ""'threaten""]"
02196.txt,"[""'war""]"
00529.txt,"[""'smuggle"", ""'satellite""]"
01749.txt,"[""'carnage""]"
01038.txt,"[""'dead""]"
01378.txt,"[""'security""]"
01574.txt,"[""'attack"", ""'coalition"", ""'explode"", ""'mission"", ""'proliferation"", ""'strategy"", ""'tank"", ""'threaten"", ""'war""]"
03689.txt,"[""'secret"", ""'strategy"", ""'vitriol""]"
00587.txt,"[""'assault"", ""'missile"", ""'strategist"", ""'strategy"", ""'war""]"
03711.txt,"[""'attack"", ""'land"", ""'machine"", ""'radical"", ""'target""]"
01730.txt,"[""'attack"", ""'kill"", ""'murder""]"
01274.txt,"[""'threaten""]"
00804.txt,"[""'carnage""]"
01566.txt,"[""'death""]"
00527.txt,"[""'death"", ""'tactics""]"
00995.txt,"[""'bomb"", ""'trap"", ""'dead"", ""'disaster"", ""'explosion"", ""'suspect"", ""'terrorism"", ""'wreckage""]"
00609.txt,"[""'strategy""]"
01510.txt,"[""'escape"", ""'strategist""]"
03832.txt,"[""'hostile""]"
02744.txt,"[""'anguish"", ""'death""]"
00035.txt,"[""'hostile"", ""'target""]"
01734.txt,"[""'dead"", ""'destroy"", ""'radical""]"
01713.txt,"[""'strategy""]"
01490.txt,"[""'war""]"
04287.txt,"[""'fight""]"
02389.txt,"[""'brutal""]"
00739.txt,"[""'attack"", ""'coalition"", ""'defiant"", ""'destroy"", ""'fight"", ""'fighter"", ""'military"", ""'missile"", ""'mission"", ""'strategic"", ""'strategy"", ""'tank"", ""'terrorist"", ""'violence"", ""'war"", ""'warplane""]"
01208.txt,"[""'strategist"", ""'strategy""]"
02774.txt,"[""'attack"", ""'land"", ""'target""]"
01174.txt,"[""'threat""]"
03326.txt,"[""'dead""]"
02899.txt,"[""'land"", ""'strategy""]"
00247.txt,"[""'death"", ""'injuries"", ""'murder"", ""'weapon"", ""'weapons""]"
00941.txt,"[""'chaos"", ""'conspiracy"", ""'hostile"", ""'security""]"
00280.txt,"[""'assault"", ""'attack"", ""'casualties"", ""'fight"", ""'land"", ""'military"", ""'overrun"", ""'rebel"", ""'security"", ""'war""]"
03497.txt,"[""'execution"", ""'satellite""]"
01653.txt,"[""'attack"", ""'casualties"", ""'dead"", ""'military"", ""'rebel"", ""'security"", ""'war"", ""'weapons""]"
04179.txt,"[""'missile""]"
00470.txt,"[""'security"", ""'strategy""]"
02352.txt,"[""'death"", ""'machine"", ""'security"", ""'strategic"", ""'tank"", ""'war""]"
00371.txt,"[""'dead"", ""'die""]"
00944.txt,"[""'dead""]"
02688.txt,"[""'target""]"
02733.txt,"[""'strategic""]"
00161.txt,"[""'threat""]"
02971.txt,"[""'secret"", ""'security""]"
02855.txt,"[""'explosion"", ""'strategy""]"
03649.txt,"[""'land"", ""'missile""]"
00625.txt,"[""'suspect""]"
00095.txt,"[""'tank""]"
00213.txt,"[""'assault"", ""'capture"", ""'destroy"", ""'fight"", ""'fighter"", ""'flee"", ""'guns"", ""'kill"", ""'land"", ""'guns"", ""'rocket"", ""'savage"", ""'security"", ""'suffering"", ""'war""]"
03856.txt,"[""'threat"", ""'war""]"
00744.txt,"[""'secret"", ""'target""]"
01390.txt,"[""'land""]"
01423.txt,"[""'fight"", ""'fighter""]"
00520.txt,"[""'war""]"
00109.txt,"[""'death"", ""'military"", ""'rebel"", ""'security"", ""'tank"", ""'war""]"
03734.txt,"[""'kill"", ""'land""]"
02807.txt,"[""'fight""]"
01875.txt,"[""'dead"", ""'disease"", ""'slaughter""]"
00276.txt,"[""'disaster"", ""'evacuate"", ""'satellite""]"
02651.txt,"[""'mines"", ""'mines""]"
00488.txt,"[""'disease"", ""'outbreak""]"
00740.txt,"[""'military"", ""'proliferation""]"
01610.txt,"[""'military"", ""'security"", ""'strategic"", ""'war"", ""'weapons""]"
01671.txt,"[""'security""]"
02611.txt,"[""'land""]"
00544.txt,"[""'assault"", ""'attack"", ""'fight""]"
03192.txt,"[""'land""]"
02562.txt,"[""'spy"", ""'spy""]"
00313.txt,"[""'machine""]"
03428.txt,"[""'capture""]"
04111.txt,"[""'military"", ""'missile"", ""'rage""]"
03105.txt,"[""'strategy""]"
02644.txt,"[""'land"", ""'military"", ""'sabotage"", ""'security"", ""'weapons""]"
00906.txt,"[""'investigations""]"
01443.txt,"[""'strategy""]"
01791.txt,"[""'strategist""]"
03683.txt,"[""'dead"", ""'machine"", ""'strategist""]"
01910.txt,"[""'attack"", ""'satellite""]"
01797.txt,"[""'strategy""]"
02472.txt,"[""'land"", ""'savage"", ""'target""]"
04015.txt,"[""'strategy"", ""'target"", ""'threaten""]"
03934.txt,"[""'breach"", ""'security""]"
01683.txt,"[""'land"", ""'mines"", ""'mines"", ""'strategic""]"
00412.txt,"[""'radical"", ""'suffering"", ""'threat""]"
02314.txt,"[""'chaos"", ""'die"", ""'vociferous""]"
02500.txt,"[""'disease""]"
03044.txt,"[""'deadly"", ""'execute"", ""'mission""]"
01545.txt,"[""'war""]"
00604.txt,"[""'land""]"
02927.txt,"[""'conspiracy"", ""'vendetta""]"
02317.txt,"[""'assault"", ""'attack"", ""'brutality"", ""'military"", ""'missile"", ""'retaliation"", ""'terror"", ""'violence"", ""'war""]"
02215.txt,"[""'death"", ""'military""]"
02779.txt,"[""'suffering""]"
02163.txt,"[""'attack"", ""'seize""]"
04108.txt,"[""'terror""]"
03836.txt,"[""'security""]"
03878.txt,"[""'fight""]"
02459.txt,"[""'disaster"", ""'mission""]"
04310.txt,"[""'injuries""]"
01039.txt,"[""'target""]"
04147.txt,"[""'weapon""]"
01967.txt,"[""'target""]"
02941.txt,"[""'breach"", ""'explosion""]"
03084.txt,"[""'capture""]"
01436.txt,"[""'security""]"
02182.txt,"[""'attack"", ""'captive"", ""'death"", ""'insurgent"", ""'land"", ""'rebel"", ""'security"", ""'violence""]"
00130.txt,"[""'disaster"", ""'explode"", ""'rocket"", ""'satellite""]"
01994.txt,"[""'strategic""]"
01078.txt,"[""'threat""]"
00951.txt,"[""'military""]"
01306.txt,"[""'security""]"
01571.txt,"[""'strategist""]"
02802.txt,"[""'strategy""]"
00440.txt,"[""'security""]"
03756.txt,"[""'disaster"", ""'disease""]"
02026.txt,"[""'death"", ""'radiation""]"
00072.txt,"[""'devastation"", ""'war""]"
04035.txt,"[""'attack"", ""'bomb"", ""'security"", ""'spy"", ""'spy"", ""'terrorism"", ""'terrorist"", ""'war""]"
00423.txt,"[""'conspiracy"", ""'death"", ""'investigations"", ""'security"", ""'threat"", ""'war""]"
00400.txt,"[""'dead"", ""'rebel"", ""'strategy""]"
00847.txt,"[""'explosion"", ""'machine""]"
00318.txt,"[""'assault"", ""'attack"", ""'bomb"", ""'bombardment"", ""'trap"", ""'flee"", ""'kill"", ""'military"", ""'mortars"", ""'rebel"", ""'security"", ""'threat"", ""'war""]"
03575.txt,"[""'land""]"
00158.txt,"[""'death""]"
01201.txt,"[""'attack"", ""'dead"", ""'death"", ""'invasion"", ""'military"", ""'radical"", ""'secret"", ""'threat"", ""'war""]"
00076.txt,"[""'security""]"
04334.txt,"[""'attack"", ""'disaster"", ""'military"", ""'security"", ""'strangle"", ""'terrorist"", ""'threat"", ""'violence"", ""'war""]"
03954.txt,"[""'disastrous""]"
04130.txt,"[""'target""]"
01733.txt,"[""'strategy""]"
03844.txt,"[""'war""]"
00163.txt,"[""'land"", ""'security"", ""'threaten""]"
02148.txt,"[""'kill"", ""'outbreak"", ""'security"", ""'weapon""]"
00411.txt,"[""'military"", ""'strategist""]"
01759.txt,"[""'coalition"", ""'fight"", ""'kill""]"
02639.txt,"[""'coalition"", ""'invasion"", ""'security"", ""'threat""]"
01667.txt,"[""'mines"", ""'mines""]"
01375.txt,"[""'land"", ""'security""]"
03622.txt,"[""'capture""]"
03293.txt,"[""'target""]"
02596.txt,"[""'target""]"
02450.txt,"[""'machine"", ""'military"", ""'secret"", ""'tactics""]"
03133.txt,"[""'security""]"
02377.txt,"[""'strategist""]"
02294.txt,"[""'attack"", ""'coalition"", ""'threat""]"
00559.txt,"[""'attack"", ""'dead"", ""'explosion"", ""'military"", ""'rebel"", ""'rocket"", ""'security"", ""'war""]"
00542.txt,"[""'security"", ""'strategist"", ""'violence"", ""'weapons""]"
00984.txt,"[""'death"", ""'land"", ""'secret""]"
00734.txt,"[""'smuggle"", ""'threaten""]"
02348.txt,"[""'attack"", ""'coalition"", ""'death"", ""'disaster"", ""'disastrous"", ""'land"", ""'massacre"", ""'penetration"", ""'tactics"", ""'target"", ""'war""]"
02569.txt,"[""'dead"", ""'rebel"", ""'security"", ""'war"", ""'weapons""]"
00859.txt,"[""'conspiracy"", ""'murder""]"
02458.txt,"[""'strategic""]"
00929.txt,"[""'land"", ""'mission"", ""'spy"", ""'spy""]"
03988.txt,"[""'disaster"", ""'explosion"", ""'military""]"
03833.txt,"[""'hostile""]"
01342.txt,"[""'explode"", ""'machine""]"
02691.txt,"[""'security""]"
00020.txt,"[""'secret"", ""'security""]"
04424.txt,"[""'breach"", ""'invasion"", ""'investigations"", ""'security""]"
04270.txt,"[""'attack"", ""'military"", ""'weapons""]"
01650.txt,"[""'military"", ""'war""]"
01788.txt,"[""'assault"", ""'attack"", ""'coalition"", ""'die"", ""'fight"", ""'warfare"", ""'mission"", ""'surrender"", ""'tragic"", ""'vicious"", ""'war"", ""'weapons""]"
01113.txt,"[""'strategy""]"
03699.txt,"[""'brutal""]"
02337.txt,"[""'coalition""]"
04318.txt,"[""'investigations""]"
03360.txt,"[""'trap"", ""'coalition"", ""'disease"", ""'fight"", ""'target""]"
03204.txt,"[""'murder""]"
01909.txt,"[""'land""]"
01046.txt,"[""'dead"", ""'investigate"", ""'military"", ""'security""]"
01943.txt,"[""'mines"", ""'mines"", ""'threat""]"
01958.txt,"[""'fight"", ""'strategic"", ""'target""]"
03551.txt,"[""'strategy"", ""'vendetta"", ""'war""]"
00750.txt,"[""'assault"", ""'disaster"", ""'land"", ""'radical"", ""'threat"", ""'weapons""]"
03925.txt,"[""'disease""]"
04223.txt,"[""'fight""]"
00112.txt,"[""'strategic""]"
02658.txt,"[""'escape"", ""'investigate"", ""'radiation""]"
00316.txt,"[""'fight"", ""'strategist"", ""'strategy"", ""'suspect""]"
01161.txt,"[""'attack"", ""'dead"", ""'death"", ""'destroy"", ""'genocide"", ""'guns"", ""'kill"", ""'guns"", ""'mayhem"", ""'military"", ""'rebel"", ""'war""]"
03620.txt,"[""'target""]"
00594.txt,"[""'die"", ""'disastrous"", ""'military"", ""'rebel"", ""'security"", ""'war""]"
01568.txt,"[""'tank""]"
02229.txt,"[""'dead""]"
02177.txt,"[""'attack"", ""'warfare"", ""'submarine"", ""'war"", ""'weapons""]"
02433.txt,"[""'land""]"
01013.txt,"[""'fight""]"
01984.txt,"[""'attack"", ""'missile""]"
03648.txt,"[""'chaos""]"
01811.txt,"[""'dead""]"
03889.txt,"[""'attack"", ""'guns"", ""'investigate"", ""'guns"", ""'terrorist""]"
02243.txt,"[""'conspiracy""]"
03772.txt,"[""'investigate""]"
02143.txt,"[""'war""]"
01095.txt,"[""'disaster"", ""'satellite"", ""'strategic"", ""'strategy""]"
02946.txt,"[""'suffering""]"
00009.txt,"[""'dead"", ""'destroy"", ""'radical"", ""'savage""]"
04273.txt,"[""'security""]"
00140.txt,"[""'violence"", ""'war""]"
02017.txt,"[""'security""]"
00811.txt,"[""'injuries""]"
00128.txt,"[""'security""]"
03898.txt,"[""'bombardment"", ""'casualties"", ""'explosive"", ""'injuries"", ""'siege"", ""'suffering"", ""'surrender""]"
02267.txt,"[""'capture""]"
01255.txt,"[""'threat""]"
03458.txt,"[""'mission"", ""'strategy"", ""'war""]"
01853.txt,"[""'fight"", ""'security"", ""'strategist"", ""'war"", ""'weapons""]"
01900.txt,"[""'target"", ""'threat""]"
01779.txt,"[""'attack"", ""'coalition"", ""'invasion"", ""'war""]"
01491.txt,"[""'surrender""]"
01828.txt,"[""'kill"", ""'land""]"
00920.txt,"[""'strategic""]"
03357.txt,"[""'coalition"", ""'death"", ""'die"", ""'fight"", ""'kill"", ""'murder"", ""'secret"", ""'suffering""]"
03721.txt,"[""'notorious"", ""'threat""]"
04092.txt,"[""'horrific"", ""'strategy"", ""'target""]"
02019.txt,"[""'land""]"
02668.txt,"[""'secret""]"
03456.txt,"[""'land""]"
03986.txt,"[""'strategy""]"
04306.txt,"[""'injuries""]"
00177.txt,"[""'deadly"", ""'death"", ""'fatal""]"
00381.txt,"[""'attack""]"
03522.txt,"[""'escape"", ""'war""]"
03240.txt,"[""'fight"", ""'war""]"
04005.txt,"[""'bomb"", ""'disaster"", ""'explosion"", ""'explosive"", ""'injuries"", ""'missile"", ""'tank"", ""'wreckage""]"
03277.txt,"[""'mission""]"
03816.txt,"[""'fight"", ""'rebel"", ""'threat""]"
03670.txt,"[""'suffering"", ""'threat"", ""'tragic"", ""'violence""]"
02516.txt,"[""'deadly"", ""'disaster"", ""'land""]"
01612.txt,"[""'suffering""]"
01481.txt,"[""'bomb""]"
03179.txt,"[""'death"", ""'security""]"
00025.txt,"[""'strategy""]"
04445.txt,"[""'fatal""]"
04308.txt,"[""'attack"", ""'disastrous""]"
01099.txt,"[""'proliferation""]"
01031.txt,"[""'bomb"", ""'investigate"", ""'investigations"", ""'mission"", ""'tactics""]"
04191.txt,"[""'fight"", ""'tank""]"
00424.txt,"[""'strategic""]"
00916.txt,"[""'rage"", ""'threat""]"
00982.txt,"[""'machine"", ""'rocket"", ""'secret""]"
02087.txt,"[""'coalition"", ""'mission""]"
01326.txt,"[""'satellite""]"
02189.txt,"[""'military"", ""'security""]"
03541.txt,"[""'death"", ""'tragic""]"
00574.txt,"[""'threat""]"
03222.txt,"[""'security""]"
01311.txt,"[""'machine"", ""'violence"", ""'war""]"
03089.txt,"[""'investigations"", ""'land"", ""'security""]"
04355.txt,"[""'fatal""]"
04082.txt,"[""'target""]"
02930.txt,"[""'target""]"
02791.txt,"[""'dead"", ""'death""]"
01036.txt,"[""'death"", ""'disease"", ""'strategist""]"
02109.txt,"[""'explosion"", ""'land"", ""'military"", ""'mission"", ""'secret"", ""'security"", ""'wreckage""]"
04338.txt,"[""'weapon""]"
04160.txt,"[""'machine"", ""'overthrow""]"
02689.txt,"[""'investigations""]"
00947.txt,"[""'bomb"", ""'breach"", ""'guns"", ""'guns"", ""'security"", ""'suspect"", ""'terrorism"", ""'threat"", ""'weapons""]"
01666.txt,"[""'security""]"
02785.txt,"[""'anarchy"", ""'attack"", ""'capture"", ""'death"", ""'destruction"", ""'fighter"", ""'invasion"", ""'land"", ""'military"", ""'provocation"", ""'rebellion"", ""'security"", ""'treachery"", ""'war""]"
03451.txt,"[""'disease""]"
02244.txt,"[""'war""]"
03379.txt,"[""'target""]"
03364.txt,"[""'disaster"", ""'target""]"
01382.txt,"[""'hostile""]"
02657.txt,"[""'death""]"
03065.txt,"[""'fight"", ""'strategy""]"
01869.txt,"[""'attack"", ""'conspiracy"", ""'die"", ""'investigate"", ""'military"", ""'security""]"
04143.txt,"[""'security"", ""'war""]"
02171.txt,"[""'assault"", ""'attack"", ""'dead"", ""'military"", ""'radical"", ""'rebel"", ""'secret"", ""'threat"", ""'war""]"
01178.txt,"[""'tank""]"
00480.txt,"[""'trap"", ""'military"", ""'security"", ""'strategic"", ""'war""]"
00348.txt,"[""'security""]"
03254.txt,"[""'attack"", ""'dead"", ""'destruction"", ""'bombs"", ""'injuries"", ""'military"", ""'rebel"", ""'violence"", ""'war""]"
02411.txt,"[""'spy"", ""'spy""]"
00355.txt,"[""'secret""]"
00296.txt,"[""'coalition"", ""'military"", ""'mission"", ""'security""]"
00961.txt,"[""'explosion"", ""'fight"", ""'secrecy"", ""'vicious""]"
04379.txt,"[""'suspect""]"
02130.txt,"[""'death"", ""'destroy"", ""'destruction"", ""'fight""]"
02610.txt,"[""'secret""]"
00110.txt,"[""'attack"", ""'fight"", ""'military"", ""'rebel"", ""'security"", ""'war""]"
00268.txt,"[""'security""]"
02299.txt,"[""'investigate""]"
03630.txt,"[""'ravage"", ""'secret"", ""'security""]"
04037.txt,"[""'attack"", ""'fighter"", ""'land"", ""'missile""]"
04288.txt,"[""'chaos"", ""'fight"", ""'military""]"
00221.txt,"[""'target""]"
03971.txt,"[""'strategy""]"
03965.txt,"[""'machine""]"
03563.txt,"[""'attack"", ""'security"", ""'threat""]"
03636.txt,"[""'radical"", ""'strategist"", ""'strategy""]"
03281.txt,"[""'strategic""]"
02110.txt,"[""'disease"", ""'security""]"
00539.txt,"[""'radical"", ""'strategic""]"
00905.txt,"[""'surrender""]"
01706.txt,"[""'strategic""]"
01450.txt,"[""'machine"", ""'tactics""]"
02512.txt,"[""'disastrous""]"
01907.txt,"[""'suspect""]"
04375.txt,"[""'death""]"
01212.txt,"[""'assault"", ""'submarine"", ""'war""]"
